Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","Return on Equity","5Y Avg Net Profit Margin","Return on Investment","5Y Avg Return on Equity","Return on Assets","5Y Avg Return on Assets","Net Profit Margin","ROCE","1Y Forward Revenue Growth","1Y Forward EBITDA Growth","1Y Forward EPS Growth","PB Premium vs Sector","PB Ratio","PS Premium vs Sector","PS Ratio","EV/EBITDA Ratio","Forward PE Ratio","Price / Free Cash Flow","Enterprise Value","Price / CFO","Price / Sales","Sector PE","Current Ratio","Long Term Debt to Equity","Debt to Equity","Inventory Turnover Ratio","Asset Turnover Ratio","Investing Cash Flow","Total Current Assets","Total Debt","Total Equity","Free Cash Flow","Book Value","EBITDA","Payout Ratio","Earnings Per Share","PBIT","Total Revenue","EPS (Q)","EBITDA (Q)"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","120943.60185395","378.5","32.72062275385863","10.191366075937367","4.298186233251434","9.051585584438195","7.529358361165995","2.767166407374659","1.911497914034756","5.692766347923091","10.59809390051642","1.0513112344905235","16.412","16.175980818519864","0.191471934532265","3.155096849352394","-33.35738814781106","1.8627086009625298","12.011405900385187","28.179269289584614",,"169980.73185395","9.601662882743163","1.8627086009625298","22.73527808755144","0.6900442238142439","1.0730956828843832","1.4006149307759392","9.467203028755721","0.4860846622282702","-9027.11","28465.379999999997","53689.45","38332.77","-736.6399999999994","38332.770000000004","14151.61","0.17298569344606013","11.56164975355973","10365.240000000002","64928.89","3.22","3667.58"
Cipla Ltd,CIPLA,"Pharmaceuticals","119672.7048416","1481.8","29.035849338622626","16.317842293916737","12.049853370979275","15.391674652269907","13.045876220652938","13.331332229168037","9.912307289958532","15.540902828210148","21.225605385175804","3.7744261756683324","10.503","19.41946485174965","-28.581311577729025","4.465011244977583","-25.98070922820816","4.512433131060841","16.754257736832884","24.303381250149663","42.97646882026568","114646.0348416","28.949034894712273","4.512433131060841","49.044711930042666","3.6967785472866708","0.008410462821702441","0.020871692871477963","1.7550599458553564","0.8578222498739742","-2982.47","19392.45","559.41","26802.33","2784.6099999999997","26802.329999999998","6842.799999999997","0.2546217990197864","51.05611558022879","5791.779999999997","26520.66","19.45","2210.5299999999997"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","119048.75430514499","836.35","94.55292740288068","13.415226661040899","-0.608118567341136","11.49861561732896","2.631498764304168","8.915202655577216","2.307461803613909","18.11176307275806","14.80743076647643","20.089129662368908","24.535","33.82661783161379","88.05702057885463","11.753594910422454","686.9310354673366","17.12520218956668","51.38667733815302","70.57805907172997","91.70435094142952","120247.39430514499","61.51945301381036","17.12520218956668","36.517693012135595","1.5355309118933471","0.24399948265869995","0.2701459514587742","7.354930201639709","0.49223273403938195","-1207.54","3068.3900000000003","2736.2300000000005","10128.71","1298.18","10128.71","2340.05","0.19763424574288957","8.854740702563493","1885.7500000000002","6951.67","4.09","1020.3600000000001"
Gail (India) Ltd,GAIL,"Gas Distribution","117687.35053005701","178.99","11.888547838118203","13.912899510873919","9.281607623917807","10.726809041964575","15.029522711262297","8.513982307582854","9.764725406241999","7.2827221752895435","12.916800102913712","-1.0125032121910444","1.237","-0.3694284549696357","-51.58785916297943","1.5245308814815652","-69.02369285143745","0.86580990972654","8.122329261798637","11.932666666666668","1391.926085512218","137967.590530057","9.350863560452403","0.86580990972654","22.73527808755144","0.9368035009178921","0.19609064122417053","0.28231815262440507","18.901923180086904","1.1690659210468037","-8226.07","20289.59","21793.77","77195.78000000001","84.54999999999927","77195.78000000001","16986.210000000046","0.36531209566511136","15.055619743404161","13314.210000000046","135927.47000000003","6.21","6380.68"
Shree Cement Ltd,SHREECEM,"Cement","112301.32815","31125","46.87620659932377","12.154435453184854","12.25802185672988","11.848609729017369","12.527264672292763","8.830685239721756","8.780998619651198","11.34375991401149","14.761551716860675","-15.022893968019458","12.659","-52.92800522853447","63.50086252453746","5.413667161748628","156.9580663802194","5.317524333423299","21.17597512932905","99.5840665493521","763.227729713199","108312.14815","33.54792042694676","5.317524333423299","29.1167129459607","1.9929093985962405","0.04120364210635923","0.0798084654676717","2.53464349340829","0.7784619303176846","-1417.87","12212.210000000001","1655.5500000000002","20744.039999999997","147.13999999999987","20744.039999999997","5114.860000000001","0.158136600576032","663.9829085583261","3217.540000000001","21119.1","53.61","1075.58"
REC Limited,RECLTD,"Specialized Finance","111464.37192","423.3","7.87986901238984","22.194046697454382","24.723653854674914","2.747130002801419","19.819774172712446","2.790874215039129","2.318629853201728","29.735325321628224","3.5651264124404114","-56.30783563931393",,"10.388904425872303","-34.54450516523325","1.6072670526782515","13.099745219309854","2.3431046857522917","30.809137486633897","7.138279932546375",,"554069.3719200001",,"2.3431046857522917","17.62347512832906","0.9114630394234444","6.264101715566995","6.424886716342046",,"0.09385719459437575","-1830.97","40490.670000000006","445567.5","69350.25","-57756.28","69350.25000000006","17983.930000000004","0.29784527332444466","53.71916707427854","17959.940000000002","47571.23","15.48","5187.279999999999"
ABB India Ltd,ABB,"Heavy Electrical Equipments","111177.72894375","5246.5","59.40123578452593","28.75023041474651","9.705121663869907","26.491031641804415","18.786375165129925","16.002038258383433","9.883490270688215","14.923323852967403","35.501034792346026","9.077629765000161","36.022999999999996","3.245484354984238","158.55417736973777","15.713278251936286","148.92696795952767","8.864638788789568","39.80998657348835","57.53397948164917","99.45675085543678","105721.78894375","83.47929790039797","8.864638788789568","41.78192531806184","2.0407056557122165","0.00398422704016734","0.007332447635469372","4.158945713216024","1.0722837898610327","-502.67","10762.599999999999","51.88","7075.400000000001","1117.85","7075.400000000001","2655.659999999998","0.4999825735718412","88.32307831155791","2526.739999999998","12541.71","24.93","740.46"
Punjab National Bank,PNB,"Public Banks","111010.33902561202","96.59","12.189294077829844","8.499987260099036","3.7012291201244985",,"3.9834738551411575","0.5885252985585573","0.2825729379878739","7.390872995745497","6.413057429584971","-52.612563235941565",,"74.70701731937356","-59.25221776224955","1.0005663852327633","-56.51452398728034","0.900895244370331",,"6.684429065743945",,"-19829.08097438798",,"0.900895244370331","17.62347512832906",,"0.6542339394758782","0",,"0.0796286580620906","-1506.42","131400.19",,"110947.5","-29083.09","110947.5","15065.550000000003","0.1813567653834328","8.270990039046138","14159.950000000003","123222.25","4.18","7055.040000000001"
United Spirits Ltd,UNITDSPR,"Alcoholic Beverages","109226.27759501","1501.7","77.57548124645596","21.463414634146343","8.516027884613653","20.09206607094503","18.057022273825044","13.478843576488607","9.403617089779472","12.162045434914054","26.577753334249966","5.910857735164544","8.495999999999999","14.940031812855095","62.885485208944914","15.338615025278754","74.23891659006759","9.434765275547207","48.7424264470154","67.49213483146067","107.08458587746078","107623.27759501","97.697922714678","9.434765275547207","49.68463098538352","1.8900845503458878","0.019238870945091982","0.03721387445583486","1.8425343582576288","1.1082711085583","226","7377","265","7121","1020","7121","2208","0.46492597137784086","19.357920516524096","1933","11577","4.72","572"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","109181.27088971999","1103.4","94.91299965203018","6.65642257430705","7.067743330786246","6.121161841598792","5.857358535728983","4.543052624262267","4.425678767670991","7.4447932785683255","8.417351770819408","13.799364125225624","28.021","13.453348607536853","-33.50418928489325","6.261783485768917","30.494559070280058","7.066076618581921","50.549649013801336","80.54014598540147","68.15352835518324","111344.70088971998","56.375483244376966","7.066076618581921","49.68463098538352","1.199567442889701","0.03601143143576013","0.1994261341249463","2.7493812853910238","0.610232205821022","-1910.77","7426.629999999999","3477.2200000000003","17436.13","1601.99","17436.13","2202.680000000001","0.6339185325732609","12.07544789831782","1825.530000000001","15451.470000000001","2.82","610.1700000000001"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","109040.3518592","3221.8","65.83051706685654","25.37692792062647","13.057210023715296","18.47695689224857","20.8017076570126","11.378049249605722","8.478480345115958","15.232299043693631","29.79747142133436","6.235721248504476","37.422","17.11953510443722","154.3877809538856","15.904020749137635","64.48521387043469","10.027501221633361","31.896450098521868","56.20797333950694","38.485282835986304","112082.2118592","33.385695347082745","10.027501221633361","49.044711930042666","1.0343265287313952","0.24332023074174286","0.5866178540434501","1.3247336821396807","0.7469686103829731","-159.83","5611.480000000001","4021.94","6856.15","2833.3","6856.150000000001","3513.9400000000023","0.5721194605102685","48.940827803737065","2705.6700000000023","10874.130000000001","14.88","947"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","108090.3706975","11945","129.30552880923048","27.061727595723493","11.662714528420668","20.707149256641152","24.12722994369249","15.944069015371289","13.706774122146712","13.671630952809293","31.176851620121592","20.85359989794482","41.812","46.030270710466255","852.5103816797381","31.538513588883212","754.2602352730692","17.67817470037649","76.97797125768194","88.54707190511489","127.72714141930375","108849.16069749999","76.87738401398283","17.67817470037649","29.1167129459607","1.7639168254052833","0.17720037931286015","0.3319979575461375","3.262673474529646","1.166215579575387","-1020.91","2648.38","1137.8399999999997","3427.25","846.26","3427.25","1414.0299999999997","0.09201314314595724","92.37810718536967","1270.6499999999996","6114.34","34.8","537.04"
Mazagon Dock Shipbuilders Ltd,MAZDOCK,"Shipbuilding","107351.5194","2661.3","55.422396526533745","35.206018377571745","12.229093662990246","31.168727179552864","21.752425528166448","6.572783335208146","3.411350880622352","18.32854689370318","35.720511970134105","14.65901845657431","49.079","44.111142660960255","182.92213333182582","17.194207612113143","185.24907289842315","10.15811993697986","37.001227272185574","38.45809248554914","425.01987251563867","93142.8194","157.0040503107861","10.15811993697986","41.78192531806184","1.1392487163875442","0.00012973554770023723","0.0001489556288410131","0.7792028317157045","0.35860907977741774","1419.81","25802.809999999998","0.93","6243.469999999999","252.57999999999998","6243.4699999999975","2517.289999999999","0.2858273747141155","48.01849372799838","2434.159999999999","10568.05","20.01","1103.54"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","106601.82165108001","887.4","93.7340159424943","8.557765746513219","8.417915843176246","7.688745820102822","10.29271269636605","2.0223680723050665","2.432227458267179","6.605061704662078","8.988674958028122","29.171504055856815","31.734","38.29880794791065","147.03751515772163","7.779377532803092","121.50380613501095","6.191189591259537","22.47055537294749","62.93617021276596","175.30887654762535","142062.22165108","17.656265490554226","6.191189591259537","22.73527808755144","1.0105376843718017","2.4523674518157526","2.705195820225014","26.814951251258627","0.306184584298071","-4942.96","8046.76","37069.649999999994","13703.13","608.0799999999999","13703.129999999997","6322.1500000000015","0","10.195315642424534","4546.0700000000015","17218.31","4.85","1830.87"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","104417.77791273","1074.1","98.72714525994667","13.372841741514113","10.780579096621988","11.512513018834689","9.053273800534372","9.570627537407605","5.6542339493308","17.980133519882635","13.256250680154738","46.72396880796022","51.768","38.23073189672289","98.63868241245476","12.418653580070028","191.18140156429533","17.75127253810689","62.638057893251656","71.36877076411959","310.9059934873605","104617.45791273","93.08056508533608","17.75127253810689","49.044711930042666","1.3663540774078848","0.14134755130147691","0.15448719930924082","15.33388863971295","0.5322890136952708","-1252.55","1706.1799999999998","1298.95","8408.14","335.8499999999999","8408.14","1670.1900000000003","0.13777149358477364","10.887593369066723","1425.2100000000003","5882.2699999999995","2.46","458.79999999999995"
Bajaj Housing Finance Ltd,BAJAJHFL,"Consumer Finance","103512.592971837","124.23","59.791703522277345","15.228425949423597","18.809897273742394","2.127777773680903","11.569036798118956","2.3637431225830094","1.881024378143632","22.72625237768306","2.7782912477886867","-52.620062459715584",,"-0.29974218859535523","244.5883016671478","8.461404583466464","555.9015940376067","13.588413443388761","78.41171099896269","48.31032471320241",,"172577.90297183697",,"13.588413443388761","17.62347512832906","0.10240583051351654","5.359025626353865","5.650821105979482",,"0.10400936693390682","273.31","413.1","69129.31999999999","12233.5","-15471.11","12233.5","2200.92","0","2.5792310435789543","2161.32","7617.71","0.66","723.1499999999999"
Siemens Ltd,SIEMENS,"Conglomerates","101120.41739475","2839.5","37.223152983416725","19.08944620508895","9.26624782613943","17.750151800837322","13.652759220339144","11.573469548602322","8.08232513995728","11.727174616878925","22.576767232962332","3.2242607381826094","28.088","112.53820364188077","8.282919402961763","6.580747059745153","22.57938959312606","4.365224148273257","22.793367928610408","35.22952853598015","76.19079068320524","91841.31739474999","60.56928265633423","4.365224148273257","41.78192531806184","2.2617677090696917","0.010191265187653339","0.018182883099810622","4.048645595996183","0.9868932566199384","-502","20157.1","279.4","15366.099999999999","1327.2","15366.099999999999","4029.300000000003","0.15730856806301977","37.92259397082705","3699.700000000003","23165","8.580447913300688","815.6999999999998"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","100333.683757475","380.45","16.621994592206196","25.073367076303825","22.59272287824168","16.60717514053033","23.442764936369304","11.784849668098394","11.879121658653546","20.06041854297592","21.846334916464485","0.1711526382431431","8.282","65.86081921159015","-69.7261214330994","3.710729905079921","-40.90376571374011","3.3344416853873864","7.528407759983735","10.240915208613728","38.16129764090787","120801.58375747499","8.66282312857556","3.3344416853873864","-117.81150547736026","1.0328361148033278","0.5667633178987233","0.7593162418450522",,"0.5874677860210855","-7545.8","10490","20531","27038.800000000003","2629.2000000000007","27038.800000000007","16046.099999999997","0","22.39829766703817","9986.199999999997","30090.1","15.18","7041.9"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","100095.67643547","2426.1","52.326938002430865","22.244096777269483","17.46808456615461","19.9115401560058",,"17.73777919135927",,"17.993780359783425","24.934600958298255","15.582588017503785","16.543","0.5193457020528923","67.19759217058878","10.452994106540556","54.44785363735702","9.415594293157454","34.26454960389387","50.543749999999996","56.768038630855706","97059.47643546999","46.503136628246885","9.415594293157454","49.044711930042666","3.0986309512577135","0.0034033745518646497","0.021635812815443942","2.2233020524784397","0.9857727968606127","-2080.52","6568.23","207.17999999999998","9575.79","1763.2399999999998","9575.79","2832.6500000000005","0","47.75200202981395","2434.4000000000005","10630.84","9.45","910.5600000000004"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","99283.3056585","6905","110.48665219062975","12.974487070272469","4.397709548947644","10.653515739225966","12.523655112170877","5.768039566209538","5.205006642034869","4.688168452685293","15.002028531922477","14.09793308951657","16.265","60.21267009934026","116.93258778698606","13.562366731575713","-15.033610743714476","5.179800372429228","41.37148571711552","68.97412845869543","126.73385966109267","103383.20565850001","51.70466912743464","5.179800372429228","49.044711930042666","1.1318898059813485","0.5760535482549006","0.7284475104159552","23.7350276503118","1.23033965703722","-1537.1","5279.7","5332.6","7320.5","783.4000000000001","7320.5","2498.900000000001","0.2560154141998662","62.49623699418784","1811.900000000001","19167.4","25.89","830.6000000000004"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","98536.43201844","1571.7","77.54133905571487","18.06056049476233","7.7939923549569485","17.483664347502906","19.147330238964173","10.77365830540143","11.293292673435143","6.745379391760788","21.983628664439127","13.759634417380587","24.175","12.917129856149339","117.72797482719179","13.23212135458105","46.87591437425446","5.230457504759549","44.975504215071794","68.48366013071896","84.44869990096157","95801.42201844","50.45672414649058","5.230457504759549","41.78192531806184","1.844376009787349","0.03255644065338483","0.040710322341528396","3.391992086786817","1.5971908590584283","-1618.4","7899.61","303.16","7446.76","1166.8200000000002","7446.760000000001","2130.079999999997","0.443779112971766","20.28035961343813","1791.5799999999972","18838.969999999998","4.43","490.83000000000084"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","96220.76894365","1154.9","17.250357472104202","21.644558011210506","13.572198113956187","19.00068744877184","16.024254241435067","15.714873332131262","10.945514277921731","19.287277706508615","25.254096198576992","11.974106742369502","4.548","0.9080407979706063","-45.52893092836283","3.405466290458612","-45.42381513065517","3.327124351010197","10.414954472766652","17.105542038620992","53.46192296013445","92090.06894365","21.178607827713332","3.327124351010197","49.044711930042666","2.5871193158114307","0.02119993770969888","0.07085521752056287","1.6793676819162018","0.8147792327803823","-4034.2","24805.3","2002","28254.800000000003","1799.8000000000002","28254.800000000003","8842.099999999999","0.11952388605030571","66.93222806220446","7372.0999999999985","28920.1","16.97","2427.4000000000005"
Union Bank of India Ltd,UNIONBANK,"Public Banks","93435.33262968001","122.4","6.772089583165176","15.642889443420376","4.618720460523463",,"6.064396452905684","1.0232472909769161","0.3855103288982173","11.67383996190489","11.936398567114725","-52.641613776517424",,"19.0218012009389","-61.01210398561909","0.9573521806740071","-61.8401759361049","0.7905629000155345",,"5.392070484581498","5.1110932033221586","-26210.517370319998","4.688248167918317","0.7905629000155345","17.62347512832906",,"0.27638234359307384","0",,"0.08765301685786919","-1393.77","119645.85",,"97597.66","18280.89","97597.65999999968","22402.750000000015","0.1887570415521498","19.07213617249554","21508.230000000014","118188.36000000002","6.06","5888.739999999998"
Marico Ltd,MARICO,"FMCG - Personal Products","92148.15589978","711.85","62.22022680606347","36.45538461538462","12.382216251902491","33.0849478390462","35.94928491344613","20.92842506888999","21.427005601809753","13.180847276610894","40.945202688938686","-4.601281594873621","11.193999999999999","9.83678533963536","134.72048380060662","22.103179635351403","51.45687084460046","8.201153070468138","42.34831914196494","56.49603174603175","71.82241301619642","91811.15589978","64.1700249998468","8.201153070468138","49.68463098538352","1.637888707037643","0.024946030223075077","0.1266490765171504","3.269035532994924","1.5877905744365153","127","4003","528","4169","1283","4169","2168","0.8281344926401079","11.471566616811028","2010","11236","3.08","575"
Lupin Ltd,LUPIN,"Pharmaceuticals","91897.4122576","2012.8","48.00123911328401","14.225448028274355","1.8272905709043221","12.871128554594858","2.628003852981494","8.225197034086271","1.4796237075519059","9.505151056276844","17.927305323804042","12.16096119951345","14.228","70.05193936343026","2.2660714788803253","6.393552853184171","-25.157960841145503","4.562590286602289","23.622537584393577","28.15104895104895","33.792522139542406","92852.8722576","25.188690879628105","4.562590286602289","49.044711930042666","1.5817973298829617","0.010803251828892869","0.20327548361736397","1.6079299911282006","0.8653410119826198","-1712.2","13447.65","2921.77","14373.449999999999","2719.46","14373.449999999995","3930.6900000000005","0.19026790418285902","42.04597740411075","2733.8800000000006","20141.5","18.75","1409.6099999999997"
GMR Airports Ltd,GMRAIRPORT,"Construction & Engineering","90838.87011505601","86.03","-162.42399934746385","-951.220341865801","-24.977312666773674",,"-343.85262403055714","-1.210416415970994","-3.0902381802296945","-5.857095131323048","5.604938012182301","6.171696554150921","329.754","28.79835899877063","-1855.8776657037872","-106.71107548229189","167.14274433155393","9.513328157880483","32.548514192145916","-130.40183105209707",,"122376.880115056","23.41147653799026","9.513328157880483","41.78192531806184","1.0634639569527886",,,"1.5689811320754716","0.20665814517811587","-5791.72","8041.84","35886.59","-851.2599999999996","-644.48","-851.260000000002","3759.830000000001","0","-0.9265657233779333","2293.9100000000008","9548.59","0.25","1554.16"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","90351.10769802","1822.6","47.09269756696107","16.941881658142325","9.695172474863753","15.67466039651925","18.368643491941572","3.240994873833248","3.3168427554386724","9.312536768060745","19.677798451140667","10.671620202192793",,"35.88683060909658","201.4764620262684","7.402788502264233","111.68569114048972","4.385524775994898","33.48885373671258","34.388679245283015","40.766089751084","90051.52769802","37.54039966345766","4.385524775994898","17.62347512832906","0.26642928140982913","0.0028676748318928044","0.0028676748318928044",,"0.34802492108797944","-1920.74","13407.589999999998","35","12205.010000000002","2216.33","12205.010000000002","2688.9999999999964","0.2820292710754835","39.003043755184954","2555.1699999999964","20602.12","14.63","960.1099999999997"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","90088.6319877","589.25","63.131044623163135","59.332544732974235","8.985041665589264","47.55007064728724",,"27.7269680277462","16.312534241607626","16.262852349834635","55.121809910962405","13.29213895467175","24.868000000000002","-29.36368400782054","391.0488796803961","29.842827372638528","188.30395490776772","10.266908573973238","48.54461994322382","89.28030303030303","553.6420353226401","88665.29198770001","226.92922236756596","10.266908573973238","41.78192531806184","1.655017895893808","0.003945315476170759","0.005777187397516208","8.824110411877172","1.7049265055910157","-662.17","4110.75","17.44","3018.7699999999995","162.72","3018.77","1826.4699999999998","0.13913213756035347","9.343635645905886","1731.5799999999997","8774.66","1.57","364.6400000000003"
Dixon Technologies (India) Ltd,DIXON,"Home Electronics & Appliances","89939.3988528","14931","244.56668620747746","24.316219960128716","2.23190969552535","20.290399016025784","23.9510085815232","6.30304671538853","6.388822411470255","2.0749053527198082","25.456727681794256","122.51222938776891","66.464","105.40804524813012","731.1922802802669","51.949655083406505","133.1828231541851","5.074527263088407","122.49517267270275","117.98498617147372",,"90238.51885280001","153.92411366021463","5.074527263088407","36.517693012135595","1.0221192741598015","0.24015179520354882","0.27734393050228734","12.219331443563222","3.0377514362890956","-530.9","4836.28","480.16","1731.28","-0.12000000000000455","1731.2799999999997","736.6700000000006","0.08115687287559467","61.609076629461775","574.7900000000006","17723.7","36.12","400.60000000000036"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","89804.23394012099","127.63","33.062452669214906","10.329249093024787","1.937828594008706","9.405161059799623","7.165675307941936","3.733408105957184","2.576711754090244","2.7404004766089174","13.310753837964603","14.215638301843587","40.989","34.851334053044745","-49.075368569489946","3.182797892651947","-58.3658149715753","0.906043610525763","11.065688069005292","23.61218516778101","26.079347739253954","104702.43394012099","11.864898986658694","0.906043610525763","36.517693012135595","0.9652879646407992","0.4219418404777517","0.7060622707377152","6.612213614442204","1.3623585814643613","-6644.5","40272.2","19921.9","28215.499999999996","3443.5","28215.499999999993","9461.899999999983","0.1995853432442395","4.00831036485987","5651.399999999983","99116.9","1.25","2900.16"
